locatie_id,watersysteemid,locatie_naam,locatie_code,locatie_omschrijving,rw_identificatie,PARAMETER_WAT_OMSCHRIJVING,TIJDSTIP_LAATSTE_METING,geometry
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5af0,Wilhelminakanaal - Amertak,"Tilburg, sluis 2, boven",tilburg.sluis2.boven,"Tilburg, sluis 2, boven",Wilhelminakanaal - Amertak,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2025-11-27T00:50:00Z,"c(4.9924, 51.59645)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5aec,Wilhelminakanaal - Amertak,"Tilburg, sluis 3, beneden",tilburg.sluis3.beneden,"Tilburg, sluis 3, beneden",Wilhelminakanaal - Amertak,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2025-11-27T00:50:00Z,"c(5.0324, 51.582)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5aeb,Wilhelminakanaal - Amertak,"Oosterhout, sluis 1, boven",oosterhout.sluis1.boven,"Oosterhout, sluis 1, boven",Wilhelminakanaal - Amertak,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2025-11-27T00:50:00Z,"c(4.83975, 51.643)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5d1e,Zuid-Willemsvaart (Brabantse tak),"Someren, sluis 13",someren.sluis13,ADM,Zuid-Willemsvaart (Brabantse tak),Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2026-07-21T18:10:00Z,"c(5.7467, 51.3302)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5d19,Zuid-Willemsvaart (Brabantse tak),"Aarle Rixtel, Schabbert, boven",aarlerixtel.schabbert.boven,"Aarle Rixtel, Schabbert, boven",Zuid-Willemsvaart (Brabantse tak),Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2026-07-21T18:20:00Z,"c(5.6542, 51.5205)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5d0e,Zuid-Willemsvaart (Brabantse tak),"Someren, sluis 11, boven",someren.sluis11.boven,"Someren, sluis 11, boven",Zuid-Willemsvaart (Brabantse tak),Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2026-07-21T18:10:00Z,"c(5.7277, 51.3953)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5d0a,Zuid-Willemsvaart (Brabantse tak),"Someren, sluis 12, boven",someren.sluis12.boven,"Someren, sluis 12, boven",Zuid-Willemsvaart (Brabantse tak),Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2026-07-21T18:20:00Z,"c(5.74345, 51.34945)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5cf0,Zuid-Willemsvaart (Brabantse tak),"Someren, sluis 12, beneden",someren.sluis12.beneden,"Someren, sluis 12, beneden",Zuid-Willemsvaart (Brabantse tak),Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2026-07-21T18:20:00Z,"c(5.74324, 51.3507)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5ce7,Zuid-Willemsvaart (Brabantse tak),"Beek en donk, sluis 6, boven",beekendonk.sluis6.boven,"Beek en donk, sluis 6, boven",Zuid-Willemsvaart (Brabantse tak),Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2026-07-21T18:10:00Z,"c(5.6343, 51.5369)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5ce3,Zuid-Willemsvaart (Brabantse tak),"Veghel, sluis 4, beneden",veghel.sluis4.beneden,"Veghel, sluis 4, beneden",Zuid-Willemsvaart (Brabantse tak),Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2026-07-21T18:10:00Z,"c(5.5306, 51.60915)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5cd5,Zuid-Willemsvaart (Brabantse tak),"Erp, sluis 5, boven",erp.sluis5.boven,"Erp, sluis 5, boven",Zuid-Willemsvaart (Brabantse tak),Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2026-07-21T18:10:00Z,"c(5.587317, 51.576461)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5ccd,Zuid-Willemsvaart (Brabantse tak),"Veghel, sluis 4, boven",veghel.sluis4.boven,"Veghel, sluis 4, boven",Zuid-Willemsvaart (Brabantse tak),Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2026-07-21T18:10:00Z,"c(5.5323, 51.60825)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5cb3,Zuid-Willemsvaart (Brabantse tak),"Beek en donk, sluis 6, beneden",beekendonk.sluis6.beneden,"Beek en donk, sluis 6, beneden",Zuid-Willemsvaart (Brabantse tak),Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2026-07-21T18:10:00Z,"c(5.633, 51.538)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5c98,Zuid-Willemsvaart (Brabantse tak),"Someren, sluis 13, beneden",someren.sluis13.beneden,"Someren, sluis 13, beneden",Zuid-Willemsvaart (Brabantse tak),Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2026-07-21T18:10:00Z,"c(5.7466, 51.3309)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5c91,Zuid-Willemsvaart (Brabantse tak),"Schijndel, sluis, beneden",schijndel.sluis.beneden,"Schijndel, sluis, beneden",Zuid-Willemsvaart (Brabantse tak),Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2026-07-21T18:20:00Z,"c(5.442469, 51.648831)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5c4c,Zuid-Willemsvaart (Brabantse tak),"Schijndel, sluis, boven",schijndel.sluis.boven,"Schijndel, sluis, boven",Zuid-Willemsvaart (Brabantse tak),Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2026-07-21T18:20:00Z,"c(5.445819, 51.648347)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5c2e,Zuid-Willemsvaart (Brabantse tak),"Someren, sluis 11, beneden",someren.sluis11.beneden,"Someren, sluis 11, beneden",Zuid-Willemsvaart (Brabantse tak),Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2026-07-21T18:10:00Z,"c(5.7264, 51.39615)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5c1b,Zuid-Willemsvaart (Brabantse tak),"Schijndel, sluis, spuikanaal",schijndel.sluis.spuikanaal,"Schijndel, sluis, spuikanaal",Zuid-Willemsvaart (Brabantse tak),Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2026-07-21T18:20:00Z,"c(5.443464, 51.648311)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5c12,Zuid-Willemsvaart (Brabantse tak),"Someren, sluis 13, boven",someren.sluis13.boven,"Someren, sluis 13, boven",Zuid-Willemsvaart (Brabantse tak),Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2026-07-21T18:10:00Z,"c(5.7468, 51.3296)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5c0b,Zuid-Willemsvaart (Brabantse tak),"Erp, sluis 5, beneden",erp.sluis5.beneden,"Erp, sluis 5, beneden",Zuid-Willemsvaart (Brabantse tak),Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2026-07-21T18:10:00Z,"c(5.586153, 51.577442)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5c08,Zuid-Willemsvaart (Brabantse tak),"Lierop, sluis 10, beneden",lierop.sluis10.beneden,"Lierop, sluis 10, beneden",Zuid-Willemsvaart (Brabantse tak),Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2026-07-21T18:10:00Z,"c(5.701031, 51.416914)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5bf7,Zuid-Willemsvaart (Brabantse tak),"Helmond, sluis, boven",helmond.sluis.boven,"Helmond, sluis, boven",Zuid-Willemsvaart (Brabantse tak),Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2026-07-21T18:20:00Z,"c(5.693609, 51.44851)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5b44,Zuid-Willemsvaart (Brabantse tak),"Someren, sluis 13",someren.sluis13,ADM,Zuid-Willemsvaart (Brabantse tak),Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2025-11-27T00:40:00Z,"c(5.7467, 51.3302)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5b43,Zuid-Willemsvaart (Brabantse tak),"Helmond, sluis, boven",helmond.sluis.boven,"Helmond, sluis, boven",Zuid-Willemsvaart (Brabantse tak),Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2025-11-27T00:50:00Z,"c(5.693609, 51.44851)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5b3f,Zuid-Willemsvaart (Brabantse tak),"Someren, sluis 11, boven",someren.sluis11.boven,"Someren, sluis 11, boven",Zuid-Willemsvaart (Brabantse tak),Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2025-11-27T00:40:00Z,"c(5.7277, 51.3953)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5b3d,Zuid-Willemsvaart (Brabantse tak),"Beek en donk, sluis 6, beneden",beekendonk.sluis6.beneden,"Beek en donk, sluis 6, beneden",Zuid-Willemsvaart (Brabantse tak),Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2025-11-27T00:50:00Z,"c(5.633, 51.538)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5b3a,Zuid-Willemsvaart (Brabantse tak),"Erp, sluis 5, boven",erp.sluis5.boven,"Erp, sluis 5, boven",Zuid-Willemsvaart (Brabantse tak),Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2025-11-27T00:40:00Z,"c(5.587317, 51.576461)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5b36,Zuid-Willemsvaart (Brabantse tak),"Beek en donk, sluis 6, boven",beekendonk.sluis6.boven,"Beek en donk, sluis 6, boven",Zuid-Willemsvaart (Brabantse tak),Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2025-11-27T00:50:00Z,"c(5.6343, 51.5369)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5b33,Zuid-Willemsvaart (Brabantse tak),"Someren, sluis 11, beneden",someren.sluis11.beneden,"Someren, sluis 11, beneden",Zuid-Willemsvaart (Brabantse tak),Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2025-11-27T00:40:00Z,"c(5.7264, 51.39615)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5b2a,Zuid-Willemsvaart (Brabantse tak),"Lierop, sluis 10, beneden",lierop.sluis10.beneden,"Lierop, sluis 10, beneden",Zuid-Willemsvaart (Brabantse tak),Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2025-11-27T00:40:00Z,"c(5.701031, 51.416914)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5b29,Zuid-Willemsvaart (Brabantse tak),"Someren, sluis 13, boven",someren.sluis13.boven,"Someren, sluis 13, boven",Zuid-Willemsvaart (Brabantse tak),Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2025-11-27T00:40:00Z,"c(5.7468, 51.3296)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5b26,Zuid-Willemsvaart (Brabantse tak),"Erp, sluis 5, beneden",erp.sluis5.beneden,"Erp, sluis 5, beneden",Zuid-Willemsvaart (Brabantse tak),Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2025-11-27T00:40:00Z,"c(5.586153, 51.577442)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5b22,Zuid-Willemsvaart (Brabantse tak),"Veghel, sluis 4, boven",veghel.sluis4.boven,"Veghel, sluis 4, boven",Zuid-Willemsvaart (Brabantse tak),Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2025-11-27T00:40:00Z,"c(5.5323, 51.60825)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5b20,Zuid-Willemsvaart (Brabantse tak),"Someren, sluis 13, beneden",someren.sluis13.beneden,"Someren, sluis 13, beneden",Zuid-Willemsvaart (Brabantse tak),Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2025-11-27T00:40:00Z,"c(5.7466, 51.3309)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5b17,Zuid-Willemsvaart (Brabantse tak),"Aarle Rixtel, Schabbert, boven",aarlerixtel.schabbert.boven,"Aarle Rixtel, Schabbert, boven",Zuid-Willemsvaart (Brabantse tak),Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2025-11-27T00:50:00Z,"c(5.6542, 51.5205)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5aff,Zuid-Willemsvaart (Brabantse tak),"Schijndel, sluis, boven",schijndel.sluis.boven,"Schijndel, sluis, boven",Zuid-Willemsvaart (Brabantse tak),Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2025-11-27T00:50:00Z,"c(5.445819, 51.648347)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5afa,Zuid-Willemsvaart (Brabantse tak),"Schijndel, sluis, spuikanaal",schijndel.sluis.spuikanaal,"Schijndel, sluis, spuikanaal",Zuid-Willemsvaart (Brabantse tak),Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2025-11-27T00:50:00Z,"c(5.443464, 51.648311)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5af5,Zuid-Willemsvaart (Brabantse tak),"Schijndel, sluis, beneden",schijndel.sluis.beneden,"Schijndel, sluis, beneden",Zuid-Willemsvaart (Brabantse tak),Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2025-11-27T00:50:00Z,"c(5.442469, 51.648831)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5ae9,Zuid-Willemsvaart (Brabantse tak),"Veghel, sluis 4, beneden",veghel.sluis4.beneden,"Veghel, sluis 4, beneden",Zuid-Willemsvaart (Brabantse tak),Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2025-11-27T00:40:00Z,"c(5.5306, 51.60915)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5d11,Zuid-Willemsvaart (Limburgse tak),"Weert, sluis 16, beneden",weert.sluis16.beneden,"Weert, sluis 16, beneden",Zuid-Willemsvaart (Limburgse tak),Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2026-07-21T18:20:00Z,"c(5.669381, 51.245947)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5d0c,Zuid-Willemsvaart (Limburgse tak),"Weert, Lozen",weert.lozen,km 50,Zuid-Willemsvaart (Limburgse tak),Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2026-07-21T18:20:00Z,"c(5.602491, 51.223141)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5c93,Zuid-Willemsvaart (Limburgse tak),"Weert, sluis 16, boven",weert.sluis16.boven,"Weert, sluis 16, boven",Zuid-Willemsvaart (Limburgse tak),Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2026-07-21T18:20:00Z,"c(5.666583, 51.245056)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5c47,Zuid-Willemsvaart (Limburgse tak),"Nederweert, sluis 15, boven",nederweert.sluis15.boven,"Nederweert, sluis 15, boven",Zuid-Willemsvaart (Limburgse tak),Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2026-07-21T18:20:00Z,"c(5.7497, 51.2728)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5b2f,Zuid-Willemsvaart (Limburgse tak),"Weert, Lozen",weert.lozen,km 50,Zuid-Willemsvaart (Limburgse tak),Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2025-11-27T00:50:00Z,"c(5.602491, 51.223141)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5b19,Zuid-Willemsvaart (Limburgse tak),"Nederweert, sluis 15, boven",nederweert.sluis15.boven,"Nederweert, sluis 15, boven",Zuid-Willemsvaart (Limburgse tak),Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2025-11-27T00:50:00Z,"c(5.7497, 51.2728)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5ada,Zuid-Willemsvaart (Limburgse tak),"Weert, sluis 16, boven",weert.sluis16.boven,"Weert, sluis 16, boven",Zuid-Willemsvaart (Limburgse tak),Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2025-11-27T00:50:00Z,"c(5.666583, 51.245056)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5ad9,Zuid-Willemsvaart (Limburgse tak),"Weert, sluis 16, beneden",weert.sluis16.beneden,"Weert, sluis 16, beneden",Zuid-Willemsvaart (Limburgse tak),Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2025-11-27T00:50:00Z,"c(5.669381, 51.245947)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5c3f,Spui,"Zuidland, Spui",zuidland.spui,"Zuidland, Spui",Spui,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2026-07-21T18:20:00Z,"c(4.282919, 51.80555)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5b9f,Spui,"Zuidland, Spui",zuidland.spui,"Zuidland, Spui",Spui,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2025-11-27T00:50:00Z,"c(4.282919, 51.80555)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5d1b,Twentekanalen,Almen,almen,Almen,Twentekanalen,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2026-07-21T18:20:00Z,"c(6.28472, 52.165824)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5cf6,Twentekanalen,"Eefde, sluis, beneden",eefde.sluis.beneden,"Eefde, sluis, beneden",Twentekanalen,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2026-07-21T18:20:00Z,"c(6.22836, 52.159061)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5cc5,Twentekanalen,"Delden, sluis, beneden",delden.sluis.beneden,"Delden, sluis, beneden",Twentekanalen,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2026-07-21T18:20:00Z,"c(6.6754, 52.2457)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5ca4,Twentekanalen,"Eefde, sluis, boven",eefde.sluis.boven,"Eefde, sluis, boven",Twentekanalen,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2026-07-21T18:20:00Z,"c(6.238, 52.161)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5c9f,Twentekanalen,"Hengelo, sluis, beneden",hengelo.sluis.beneden,"Hengelo, sluis, beneden",Twentekanalen,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2026-07-21T18:20:00Z,"c(6.802, 52.2464)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5c6b,Twentekanalen,"Hengelo, sluis, boven",hengelo.sluis.boven,"Hengelo, sluis, boven",Twentekanalen,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2026-07-21T18:20:00Z,"c(6.8064, 52.2459)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5c52,Twentekanalen,"Delden, sluis, boven",delden.sluis.boven,"Delden, sluis, boven",Twentekanalen,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2026-07-21T18:20:00Z,"c(6.6793, 52.2472)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5c3c,Twentekanalen,Aadorp,aadorp,Aadorp,Twentekanalen,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2026-07-21T18:20:00Z,"c(6.6333, 52.3726)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5c21,Twentekanalen,Markelo,markelo,voorheen Markelose brug,Twentekanalen,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2026-07-21T18:20:00Z,"c(6.511601, 52.198063)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5c18,Twentekanalen,"Hengelo, Koppelleiding",hengelo.koppelleiding,"Hengelo, Koppelleiding",Twentekanalen,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2026-07-21T18:20:00Z,"c(6.801732, 52.246826)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5b42,Twentekanalen,Aadorp,aadorp,Aadorp,Twentekanalen,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2025-11-27T00:50:00Z,"c(6.6333, 52.3726)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5b41,Twentekanalen,Markelo,markelo,voorheen Markelose brug,Twentekanalen,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2025-11-27T00:50:00Z,"c(6.511601, 52.198063)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5b3e,Twentekanalen,"Eefde, sluis, boven",eefde.sluis.boven,"Eefde, sluis, boven",Twentekanalen,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2025-11-27T00:50:00Z,"c(6.238, 52.161)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5b34,Twentekanalen,"Hengelo, Koppelleiding",hengelo.koppelleiding,"Hengelo, Koppelleiding",Twentekanalen,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2025-11-27T00:50:00Z,"c(6.801732, 52.246826)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5b32,Twentekanalen,"Hengelo, sluis, beneden",hengelo.sluis.beneden,"Hengelo, sluis, beneden",Twentekanalen,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2025-11-27T00:50:00Z,"c(6.802, 52.2464)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5b25,Twentekanalen,"Delden, sluis, beneden",delden.sluis.beneden,"Delden, sluis, beneden",Twentekanalen,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2025-11-27T00:50:00Z,"c(6.6754, 52.2457)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5b1f,Twentekanalen,Almen,almen,Almen,Twentekanalen,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2025-11-27T00:50:00Z,"c(6.28472, 52.165824)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5b1d,Twentekanalen,"Hengelo, sluis, boven",hengelo.sluis.boven,"Hengelo, sluis, boven",Twentekanalen,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2025-11-27T00:50:00Z,"c(6.8064, 52.2459)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5b18,Twentekanalen,"Delden, sluis, boven",delden.sluis.boven,"Delden, sluis, boven",Twentekanalen,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2025-11-27T00:50:00Z,"c(6.6793, 52.2472)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5b0e,Twentekanalen,"Eefde, sluis, beneden",eefde.sluis.beneden,"Eefde, sluis, beneden",Twentekanalen,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2025-11-27T00:50:00Z,"c(6.22836, 52.159061)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5d25,Van Starkenborghkanaal,Grijpskerk Gaarkeuken oost,grijpskerk.gaarkeuken.oost,Grijpskerk Gaarkeuken oost,Van Starkenborghkanaal,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2026-07-21T17:30:00Z,"c(6.317575, 53.24909)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5c8c,Van Starkenborghkanaal,Dorkwerd Reitdiep,dorkwerd.reitdiep,vh binnen,Van Starkenborghkanaal,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2026-07-21T18:00:00Z,"c(6.509171, 53.256512)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5c23,Van Starkenborghkanaal,Eibersburen,eibersburen,Eibersburen,Van Starkenborghkanaal,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2026-07-21T18:00:00Z,"c(6.252968, 53.24225)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5c0e,Van Starkenborghkanaal,Grijpskerk Gaarkeuken west,grijpskerk.gaarkeuken.west,Grijpskerk Gaarkeuken west,Van Starkenborghkanaal,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2026-07-21T17:30:00Z,"c(6.305834, 53.247767)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5bfa,Van Starkenborghkanaal,Groningen,groningen,Groningen,Van Starkenborghkanaal,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2026-07-21T17:30:00Z,"c(6.591879, 53.228119)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5ca3,Veerse Meer,Kast Zanskreeksluis kolk1,kats.zandkreeksluis.kolk1,Kast Zanskreeksluis kolk1,Veerse Meer,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2026-07-21T18:20:00Z,"c(3.862662, 51.543685)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5c7d,Veerse Meer,"Kamperland, Schotsman",kamperland.schotsman,"Kamperland, Schotsman",Veerse Meer,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2026-07-21T18:20:00Z,"c(3.643279, 51.581616)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5c1f,Veerse Meer,Arnemuiden Oranjeplaat,arnemuiden.oranjeplaat,Arnemuiden Oranjeplaat,Veerse Meer,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2026-07-21T18:20:00Z,"c(3.70014, 51.51661)"
